index,ID,Date,User,Text,Language,Category,MentionedUser,Hashtag,Translation,Subjectivity,Polarity,Analysis
19402,1497176664673075202,2022-02-25 11:48:27+00:00,https://twitter.com/Fre4glsTsegay,@user @user great news to eritrean and cycling funs in z world eritrea person biking dark skin tone flexed biceps medium dark skin tone tesfazion natnael from still dominates as z best african rider of z tournament @user @user @user @user @user ,en,rwandair,"[User(username='FlyRwandAir', id=112440529, displayname='RwandAir', rawDescription=None, renderedDescription=None, descriptionLinks=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, link=None, profileImageUrl=None, profileBannerUrl=None, label=None), User(username='petros_berhe', id=750674726759071744, displayname='#HandsOff🇪🇷🇪🇹🇸🇴', rawDescription=None, renderedDescription=None, descriptionLinks=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, link=None, profileImageUrl=None, profileBannerUrl=None, label=None), User(username='Eri_Cycling_fan', id=1088113367074721792, displayname='Eritrea cycling fan🇪🇷', rawDescription=None, renderedDescription=None, descriptionLinks=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, link=None, profileImageUrl=None, profileBannerUrl=None, label=None), User(username='Cyclingnewsfeed', id=28333098, displayname='Cyclingnews', rawDescription=None, renderedDescription=None, descriptionLinks=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, link=None, profileImageUrl=None, profileBannerUrl=None, label=None), User(username='Cycling_Watcher', id=1342918772353601537, displayname='Cycling Watcher', rawDescription=None, renderedDescription=None, descriptionLinks=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, link=None, profileImageUrl=None, profileBannerUrl=None, label=None), User(username='CyclingAfrica', id=200785784, displayname='Africa Rising Cycling', rawDescription=None, renderedDescription=None, descriptionLinks=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, link=None, profileImageUrl=None, profileBannerUrl=None, label=None), User(username='WCC_cycling', id=250855291, displayname='World Cycling Centre', rawDescription=None, renderedDescription=None, descriptionLinks=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, link=None, profileImageUrl=None, profileBannerUrl=None, label=None)]","['Eritrea', 'TdRwanda', 'EritreaPrevails']",@user @user great news to eritrean and cycling funs in z world eritrea person biking dark skin tone flexed biceps medium dark skin tone tesfazion natnael from still dominates as z best african rider of z tournament @user @user @user @user @user,0.37,0.3,Positive
17622,1584065304056864770,2022-10-23 06:12:53+00:00,https://twitter.com/Abdoul58401217,@user sha cyokoze koko ntabanganya imana,in,rwandair,"[User(username='FlyRwandAir', id=112440529, displayname='RwandAir', rawDescription=None, renderedDescription=None, descriptionLinks=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, link=None, profileImageUrl=None, profileBannerUrl=None, label=None)]",,@user sha really did not cheat god,0.2,0.2,Positive
6619,1559910705758879745,2022-08-17 14:31:08+00:00,https://twitter.com/chidi_chike,@user @user @user reg mwiriwe iwacu mu murenge wa muhondo mu karere ka gakenke dufite ikibazo cy umuriro urimo uza ari mucye ubundi ukiyongera buri segonda byatuyobeye kandi hashize nka weeks ariko bimeze ibikoresho byacu byamashanyarazi birimo guhinda mu buryo budasanzwe ,in,reg,"[User(username='reg_rwanda', id=478609910, displayname='Rwanda Energy Group', rawDescription=None, renderedDescription=None, descriptionLinks=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, link=None, profileImageUrl=None, profileBannerUrl=None, label=None), User(username='ramaisibo', id=156193454, displayname='Rama Isibo', rawDescription=None, renderedDescription=None, descriptionLinks=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, link=None, profileImageUrl=None, profileBannerUrl=None, label=None), User(username='CanalboxR', id=1241394511114309633, displayname='Canalbox Rwanda', rawDescription=None, renderedDescription=None, descriptionLinks=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, link=None, profileImageUrl=None, profileBannerUrl=None, label=None)]",,@user @user @user reg at our house in Muhondo sector in Gakenke region we have a problem of fire which is coming on and on and increasing every second.,0.0,0.0,Neutral
15953,1481703497976401925,2022-01-13 19:03:37+00:00,https://twitter.com/CallmeMrKP,@user @user @user @user @user nearby controle technique on the left side of the road when heading to nyabisindu thank you,en,wasac,"[User(username='wasac_rwanda', id=2797437306, displayname='Water and Sanitation Corporation Ltd | Rwanda', rawDescription=None, renderedDescription=None, descriptionLinks=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, link=None, profileImageUrl=None, profileBannerUrl=None, label=None), User(username='IGIHE', id=73877533, displayname='IGIHE', rawDescription=None, renderedDescription=None, descriptionLinks=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, link=None, profileImageUrl=None, profileBannerUrl=None, label=None), User(username='Radiorwanda_RBA', id=2210933215, displayname='RADIO RWANDA', rawDescription=None, renderedDescription=None, descriptionLinks=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, link=None, profileImageUrl=None, profileBannerUrl=None, label=None), User(username='RwandaInfra', id=515653771, displayname='Ministry of Infrastructure | Rwanda', rawDescription=None, renderedDescription=None, descriptionLinks=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, link=None, profileImageUrl=None, profileBannerUrl=None, label=None), User(username='AngelMutabaruka', id=1082551201626025984, displayname='Mutabaruka Angeli', rawDescription=None, renderedDescription=None, descriptionLinks=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, link=None, profileImageUrl=None, profileBannerUrl=None, label=None)]",,@user @user @user @user @user nearby controle technique on the left side of the road when heading to nyabisindu thank you,0.0,0.0,Neutral
11352,1486991562261340161,2022-01-28 09:16:30+00:00,https://twitter.com/njeanclaude1986,@user murakoze cyane ,und,reg,"[User(username='reg_rwanda', id=478609910, displayname='Rwanda Energy Group', rawDescription=None, renderedDescription=None, descriptionLinks=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, link=None, profileImageUrl=None, profileBannerUrl=None, label=None)]",,@user thank you very much,0.26,0.26,Positive
12879,1599125990143275008,2022-12-03 19:38:41+00:00,https://twitter.com/georgesmhermann,@user this is very confusing and embarrassing somehow your technical team just came to my house its h pm they were told that there is a problem of water at my house only tonight i told you about it this morning ,en,wasac,"[User(username='wasac_rwanda', id=2797437306, displayname='Water and Sanitation Corporation Ltd | Rwanda', rawDescription=None, renderedDescription=None, descriptionLinks=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, link=None, profileImageUrl=None, profileBannerUrl=None, label=None)]",,@user this is very confusing and embarrassing somehow your technical team just came to my house its h pm they were told that there is a problem of water at my house only tonight i told you about it this morning,0.54,-0.13,Negative
9109,1518689899905441792,2022-04-25 20:34:22+00:00,https://twitter.com/NkundiyaremyeJD,@user murakoze birakemutse,tr,reg,"[User(username='reg_rwanda', id=478609910, displayname='Rwanda Energy Group', rawDescription=None, renderedDescription=None, descriptionLinks=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, link=None, profileImageUrl=None, profileBannerUrl=None, label=None)]",,@user thanks it's solved,0.2,0.2,Positive
13282,1580439962348318722,2022-10-13 06:07:04+00:00,https://twitter.com/MarobeMoise,@user amazi noneho nyagenze bite @user,it,wasac,"[User(username='wasac_rwanda', id=2797437306, displayname='Water and Sanitation Corporation Ltd | Rwanda', rawDescription=None, renderedDescription=None, descriptionLinks=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, link=None, profileImageUrl=None, profileBannerUrl=None, label=None), User(username='RubavuDistrict', id=429795251, displayname='Rubavu District', rawDescription=None, renderedDescription=None, descriptionLinks=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, link=None, profileImageUrl=None, profileBannerUrl=None, label=None)]",,@user water then what happened @user,0.0,0.0,Neutral
17678,1581925161485291520,2022-10-17 08:28:43+00:00,https://twitter.com/WaithereroB,@user hi i traveled today morning from kenya to rwanda i was carrying a passport for a friend and unfortunately i think i dropped it at the airport please help me get it in rwanda because i think i had them announce her name i just didn t know i had dropped it by then ,en,rwandair,"[User(username='FlyRwandAir', id=112440529, displayname='RwandAir', rawDescription=None, renderedDescription=None, descriptionLinks=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, link=None, profileImageUrl=None, profileBannerUrl=None, label=None)]",,@user hi i traveled today morning from kenya to rwanda i was carrying a passport for a friend and unfortunately i think i dropped it at the airport please help me get it in rwanda because i think i had them announce her name i just didn t know i had dropped it by then,1.0,-0.5,Negative
820,1501560610517094409,2022-03-09 14:08:41+00:00,https://twitter.com/Ngiruwo12177048,@user mwiriwe neza ese ikigo cy ishuri kifuza gusura airport byashoboka ese bica mu zihe nzira murakoze,sl,rac,"[User(username='RwandaAirports', id=984349801994178560, displayname='Rwanda Airports (RAC)', rawDescription=None, renderedDescription=None, descriptionLinks=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, link=None, profileImageUrl=None, profileBannerUrl=None, label=None)]",,"@user you are welcome, is the school that wants to visit the airport possible, what are the routes, thank you",0.6666666666666666,0.3333333333333333,Positive
